N,execucoes,metodo_selecao,TP,NG,TC,TM,IG,custo_medio,desvio_padrao,melhor_custo,pior_custo,ganho_medio,tempo_medio
50,20,torneio,100,100,0.8,0.0,0.1,1795.55,108.10156104330778,1664,1961,19.27584415448655,0.6179738282499784
50,20,torneio,50,50,0.8,0.0,0.0,1842.0,140.96063280221185,1641,2216,19.253885013490738,0.24924681289990075
50,20,torneio,100,10,0.8,0.0,0.1,1840.65,84.25810050078272,1668,2011,18.878105676382546,0.06511672035007905
50,20,torneio,100,50,0.5,0.0,0.1,1824.35,104.67916459353313,1654,1988,18.79461259057008,0.3032406332498795
50,20,torneio,100,200,0.5,0.0,0.1,1837.1,120.58022225887628,1586,2041,18.738188658247847,1.2720026157498978
50,20,torneio,100,200,0.5,0.0,0.0,1823.15,113.44834727751656,1581,2013,18.551778696716493,1.2736723260999496
50,20,torneio,100,10,0.8,0.0,0.0,1810.35,81.15680809396092,1691,2045,18.525721133593755,0.06552383855000699
50,20,torneio,50,10,0.2,0.2,0.7,1867.05,90.82041345424497,1640,1997,18.329459884897577,0.052101686749983854
50,20,torneio,100,10,0.8,0.0,0.7,1818.65,107.26382195316368,1602,2050,18.12948184715036,0.06537068370016641
50,20,torneio,100,10,0.2,0.2,0.0,1839.45,59.033443911057745,1730,1941,18.079162123668947,0.06722446200001286
50,20,torneio,50,100,0.8,0.0,0.1,1887.75,133.91447830611895,1676,2135,17.957059262616887,0.46720584565000534
