Ranking,TP,NG,TC,TM,IG,Custo Inicial,Custo Médio,Melhor Custo,Pior Custo,Desvio Padrão,Ganho Médio (%),Tempo Médio (s),Solução Inicial,Solução Final
40,100,200,0.8,0.8,0.0,2273,1007.55,864,1112,70.67,55.67,1.337,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[43, 2, 49, 5, 41, 33, 45, 1, 42, 30, 17, 12, 0, 16, 35, 11, 46, 3, 28, 6, 44, 7, 9, 14, 48, 47, 13, 27, 38, 4, 21, 26, 19, 23, 37, 31, 10, 18, 24, 25, 32, 39, 29, 8, 15, 36, 20, 22, 40, 34]"
41,50,200,0.8,0.2,0.7,2273,1008.5,940,1104,40.77,55.63,0.627,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[44, 7, 0, 5, 1, 33, 47, 9, 43, 26, 28, 48, 14, 8, 10, 15, 39, 11, 35, 3, 17, 13, 30, 25, 20, 22, 19, 23, 42, 6, 32, 27, 38, 4, 37, 36, 41, 31, 18, 49, 21, 45, 2, 29, 24, 16, 46, 40, 12, 34]"
42,50,200,0.5,0.2,0.7,2273,1011.55,917,1120,56.75,55.5,0.6168,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[40, 7, 0, 5, 1, 33, 45, 22, 21, 31, 39, 19, 41, 14, 48, 4, 3, 28, 11, 35, 13, 17, 2, 9, 20, 47, 24, 42, 16, 44, 27, 38, 29, 8, 36, 25, 32, 15, 18, 49, 43, 26, 6, 37, 23, 46, 12, 34, 30, 10]"
43,50,100,0.5,0.8,0.7,2273,1013.85,929,1080,39.39,55.4,0.303,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[34, 7, 0, 5, 1, 33, 20, 10, 15, 32, 28, 21, 9, 14, 17, 11, 45, 46, 39, 3, 44, 37, 18, 25, 48, 4, 49, 47, 27, 8, 13, 31, 24, 42, 35, 22, 40, 6, 2, 29, 41, 43, 30, 16, 19, 23, 26, 36, 38, 12]"
44,50,200,0.5,0.2,0.1,2273,1013.9,946,1118,45.85,55.39,0.6154,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 20, 1, 44, 45, 5, 14, 48, 34, 16, 19, 3, 17, 2, 49, 23, 47, 39, 28, 42, 35, 13, 10, 15, 18, 24, 37, 29, 4, 26, 6, 8, 36, 38, 33, 46, 27, 22, 21, 31, 30, 9, 43, 40, 12, 11, 32, 25]"
45,50,100,0.2,0.8,0.1,2273,1014.65,891,1104,45.67,55.36,0.2974,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[1, 7, 0, 5, 3, 11, 20, 10, 25, 48, 12, 30, 17, 14, 9, 43, 26, 40, 39, 28, 23, 16, 2, 4, 6, 34, 44, 27, 37, 47, 13, 15, 32, 8, 36, 38, 33, 35, 18, 49, 21, 24, 45, 46, 29, 19, 41, 42, 31, 22]"
46,50,200,0.2,0.2,0.1,2273,1017.3,931,1143,54.35,55.24,0.6113,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[24, 25, 5, 7, 39, 47, 23, 45, 2, 19, 3, 34, 38, 33, 16, 46, 29, 8, 17, 21, 28, 42, 31, 22, 1, 0, 41, 26, 40, 12, 30, 14, 48, 4, 49, 11, 35, 13, 44, 37, 18, 6, 32, 15, 36, 10, 27, 9, 20, 43]"
47,100,100,0.8,0.2,0.7,2273,1021.7,946,1151,51.06,55.05,0.643,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 5, 30, 37, 47, 22, 20, 10, 21, 46, 28, 24, 9, 15, 2, 34, 17, 13, 6, 11, 42, 35, 3, 44, 38, 25, 32, 45, 2, 27, 14, 8, 43, 1, 31, 39, 18, 49, 23, 29, 19, 16, 4, 33, 48, 12, 36, 40]"
48,50,200,0.8,0.2,0.0,2273,1022.7,919,1137,57.24,55.01,0.625,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[44, 7, 0, 5, 1, 33, 45, 19, 12, 15, 36, 10, 21, 26, 35, 22, 41, 43, 4, 6, 37, 47, 9, 31, 24, 48, 32, 2, 27, 11, 46, 13, 17, 49, 23, 38, 29, 8, 39, 3, 40, 20, 30, 25, 14, 18, 28, 42, 34, 16]"
49,50,100,0.8,0.8,0.1,2273,1024.75,947,1082,35.65,54.92,0.3065,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 5, 1, 33, 45, 38, 25, 4, 3, 20, 32, 48, 12, 23, 16, 2, 47, 13, 27, 34, 30, 21, 10, 15, 36, 44, 37, 11, 46, 40, 6, 8, 9, 43, 42, 35, 18, 49, 28, 24, 17, 29, 19, 26, 14, 31, 39, 22]"
50,100,100,0.5,0.2,0.7,2273,1029.85,948,1087,35.88,54.69,0.6184,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[42, 44, 0, 5, 1, 33, 45, 20, 43, 48, 47, 23, 37, 2, 21, 3, 34, 30, 19, 11, 41, 7, 4, 26, 10, 15, 32, 25, 14, 17, 13, 27, 8, 9, 36, 38, 39, 35, 18, 49, 28, 6, 16, 46, 29, 22, 40, 12, 31, 24]"
51,50,200,0.2,0.2,0.0,2273,1029.9,961,1105,32.22,54.69,0.6135,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[36, 46, 40, 12, 15, 41, 14, 3, 20, 10, 30, 31, 22, 1, 2, 4, 11, 0, 45, 33, 48, 32, 34, 7, 27, 43, 35, 13, 38, 39, 29, 8, 9, 21, 26, 17, 25, 5, 28, 6, 44, 49, 47, 24, 37, 19, 23, 42, 16, 18]"
52,100,100,0.5,0.2,0.1,2273,1032.35,988,1083,32.9,54.58,0.6187,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 4, 5, 1, 11, 20, 10, 0, 26, 28, 24, 17, 29, 34, 23, 39, 16, 19, 3, 44, 45, 42, 43, 2, 25, 32, 15, 8, 9, 30, 13, 6, 37, 36, 38, 33, 35, 18, 49, 21, 46, 40, 14, 48, 47, 27, 12, 31, 22]"
53,100,100,0.5,0.2,0.0,2273,1035.05,951,1107,37.19,54.46,0.6199,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[48, 45, 22, 13, 38, 33, 47, 9, 20, 46, 42, 34, 17, 21, 31, 10, 27, 32, 37, 2, 6, 25, 14, 8, 30, 44, 0, 41, 15, 39, 29, 7, 4, 11, 24, 19, 12, 43, 1, 36, 40, 16, 18, 49, 23, 26, 35, 5, 28, 3]"
54,10,100,0.8,0.8,0.7,2469,1131.65,1012,1236,58.87,54.17,0.0621,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 35, 5, 28, 20, 1, 33, 8, 43, 2, 49, 26, 17, 14, 47, 34, 7, 39, 29, 4, 31, 46, 3, 42, 30, 19, 12, 0, 40, 6, 48, 45, 22, 38, 32, 23, 16, 37, 9, 11, 21, 18, 24, 27, 15, 36, 10, 25, 13, 41]"
55,100,100,0.2,0.2,0.7,2273,1042.15,951,1115,39.97,54.15,0.6152,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 43, 0, 5, 1, 2, 26, 10, 21, 40, 33, 46, 37, 25, 13, 15, 36, 11, 45, 20, 47, 34, 30, 31, 42, 44, 38, 28, 6, 8, 29, 7, 4, 3, 17, 12, 48, 32, 24, 27, 9, 14, 23, 39, 16, 19, 18, 49, 35, 22]"
56,100,100,0.2,0.2,0.1,2273,1043.1,951,1145,41.78,54.11,0.6158,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 4, 5, 1, 33, 45, 20, 43, 48, 14, 23, 42, 30, 19, 2, 34, 11, 46, 13, 37, 31, 16, 15, 36, 38, 28, 6, 32, 18, 40, 12, 0, 26, 10, 25, 35, 3, 27, 8, 9, 39, 29, 24, 17, 21, 44, 49, 47, 22]"
57,10,100,0.5,0.8,0.7,2469,1135.0,1022,1221,57.03,54.03,0.0615,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[21, 6, 37, 42, 35, 10, 40, 39, 18, 25, 32, 48, 44, 47, 13, 23, 38, 33, 16, 43, 30, 49, 34, 7, 24, 19, 2, 29, 4, 12, 31, 45, 22, 1, 36, 20, 41, 26, 17, 11, 0, 14, 8, 27, 9, 15, 46, 5, 3, 28]"
58,100,100,0.8,0.2,0.0,2273,1045.1,964,1136,41.55,54.02,0.6461,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[25, 14, 11, 45, 5, 12, 36, 33, 42, 6, 26, 40, 19, 16, 43, 31, 13, 23, 38, 47, 17, 46, 28, 44, 7, 39, 15, 32, 2, 4, 3, 48, 0, 8, 9, 18, 34, 30, 21, 10, 49, 22, 27, 37, 29, 41, 35, 20, 1, 24]"
59,100,100,0.8,0.2,0.1,2273,1045.55,966,1123,41.69,54.0,0.6432,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[40, 7, 0, 41, 1, 33, 45, 8, 20, 10, 21, 46, 39, 30, 31, 36, 11, 24, 19, 26, 28, 4, 42, 35, 3, 44, 38, 32, 48, 47, 13, 27, 37, 9, 43, 12, 34, 17, 2, 49, 23, 16, 15, 18, 6, 25, 5, 14, 29, 22]"
60,100,100,0.2,0.2,0.0,2273,1046.9,948,1138,48.23,53.94,0.6131,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 5, 1, 33, 45, 20, 43, 26, 28, 44, 6, 48, 47, 34, 30, 37, 9, 8, 10, 11, 42, 35, 46, 12, 36, 17, 2, 49, 29, 19, 4, 3, 40, 16, 15, 32, 27, 14, 23, 21, 31, 24, 38, 39, 18, 25, 13, 22]"
61,10,100,0.2,0.8,0.7,2469,1154.45,1079,1231,42.39,53.24,0.0604,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 35, 15, 32, 5, 20, 14, 8, 10, 7, 45, 42, 31, 18, 39, 3, 19, 36, 41, 43, 1, 30, 49, 23, 38, 17, 12, 0, 40, 46, 37, 47, 22, 27, 9, 24, 16, 33, 48, 34, 2, 29, 4, 11, 13, 6, 25, 21, 26, 28]"
62,50,100,0.5,0.2,0.7,2273,1077.9,979,1171,53.1,52.58,0.2935,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 5, 1, 33, 45, 22, 21, 31, 39, 19, 10, 25, 48, 4, 3, 28, 11, 35, 46, 17, 2, 9, 20, 47, 14, 42, 16, 44, 27, 13, 6, 8, 36, 38, 32, 15, 18, 49, 43, 26, 23, 37, 29, 24, 12, 34, 30, 40]"
63,10,200,0.8,0.2,0.1,2469,1173.8,1070,1324,74.73,52.46,0.1198,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[5, 40, 6, 44, 0, 37, 19, 12, 11, 46, 13, 17, 48, 3, 7, 24, 42, 38, 25, 43, 2, 4, 26, 18, 49, 23, 1, 28, 21, 45, 33, 16, 22, 41, 36, 20, 47, 9, 34, 30, 14, 8, 10, 27, 31, 39, 35, 29, 15, 32]"
64,10,200,0.5,0.2,0.1,2469,1176.2,1041,1258,58.15,52.36,0.1207,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[11, 35, 6, 24, 25, 41, 33, 48, 45, 16, 46, 43, 4, 7, 39, 3, 13, 23, 38, 27, 18, 49, 47, 34, 30, 19, 44, 0, 40, 14, 8, 9, 20, 22, 42, 1, 37, 29, 12, 31, 32, 2, 21, 26, 17, 5, 28, 10, 15, 36]"
65,50,100,0.5,0.2,0.1,2273,1085.0,1001,1207,51.27,52.27,0.2927,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 20, 1, 44, 45, 5, 14, 48, 34, 16, 19, 3, 17, 2, 49, 23, 46, 39, 28, 42, 35, 13, 10, 15, 18, 24, 37, 29, 4, 26, 6, 8, 36, 38, 33, 47, 27, 43, 21, 31, 30, 9, 22, 40, 12, 11, 32, 25]"
66,100,200,0.5,0.8,0.0,2273,1085.0,1010,1168,43.37,52.27,1.3185,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 44, 45, 20, 1, 2, 29, 34, 39, 11, 35, 7, 0, 28, 21, 24, 38, 33, 40, 47, 23, 48, 26, 12, 43, 4, 42, 16, 18, 25, 13, 15, 46, 19, 8, 10, 27, 37, 9, 14, 30, 36, 6, 32, 3, 17, 49, 5, 31, 22]"
67,10,100,0.5,0.8,0.1,2469,1179.6,1072,1291,64.16,52.22,0.0616,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[34, 30, 19, 2, 26, 22, 40, 44, 6, 33, 45, 46, 29, 24, 42, 1, 37, 23, 43, 35, 20, 12, 21, 31, 10, 9, 15, 16, 18, 7, 48, 14, 17, 28, 32, 11, 0, 49, 5, 3, 27, 39, 4, 38, 25, 8, 13, 41, 36, 47]"
68,10,100,0.8,0.8,0.1,2469,1179.95,1097,1295,60.44,52.21,0.0623,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 35, 0, 46, 5, 12, 48, 32, 2, 9, 30, 25, 41, 15, 16, 18, 45, 23, 29, 43, 7, 4, 6, 34, 39, 3, 1, 33, 40, 14, 42, 27, 22, 38, 28, 21, 37, 31, 36, 24, 19, 17, 49, 47, 8, 20, 26, 10, 11, 13]"
69,50,100,0.2,0.2,0.7,2273,1088.0,990,1231,51.03,52.13,0.2896,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 43, 0, 5, 1, 33, 35, 10, 25, 48, 4, 6, 44, 37, 9, 11, 2, 21, 31, 30, 17, 13, 7, 28, 20, 47, 14, 39, 3, 42, 46, 27, 15, 26, 36, 38, 23, 32, 18, 24, 45, 22, 40, 16, 19, 12, 34, 49, 8, 29]"
70,50,100,0.8,0.2,0.7,2273,1088.85,1001,1192,45.03,52.1,0.2976,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[30, 7, 0, 5, 1, 33, 47, 9, 43, 26, 28, 48, 14, 8, 10, 15, 39, 11, 35, 3, 17, 19, 41, 25, 20, 46, 13, 23, 37, 36, 32, 27, 38, 4, 42, 6, 44, 31, 18, 49, 21, 45, 2, 29, 24, 16, 22, 40, 12, 34]"
71,50,100,0.8,0.2,0.1,2273,1090.7,992,1194,54.96,52.01,0.297,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[48, 7, 0, 5, 1, 11, 13, 27, 14, 20, 42, 30, 17, 21, 9, 34, 16, 46, 3, 28, 44, 43, 39, 4, 2, 47, 24, 25, 41, 31, 45, 15, 32, 8, 36, 38, 29, 35, 18, 49, 26, 6, 37, 19, 12, 23, 33, 22, 40, 10]"
72,10,200,0.8,0.2,0.7,2469,1186.5,1118,1293,44.76,51.94,0.1254,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 0, 8, 2, 30, 10, 40, 12, 34, 49, 28, 41, 6, 37, 13, 23, 45, 33, 35, 26, 43, 4, 38, 39, 18, 1, 14, 3, 7, 5, 29, 47, 16, 46, 17, 11, 48, 32, 25, 20, 42, 31, 24, 27, 22, 19, 21, 9, 15, 36]"
73,50,100,0.2,0.2,0.1,2273,1094.65,1039,1187,44.94,51.84,0.2898,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[24, 25, 5, 7, 39, 47, 23, 1, 2, 19, 3, 34, 38, 33, 16, 46, 29, 8, 17, 49, 28, 11, 31, 22, 45, 0, 41, 26, 40, 12, 30, 14, 48, 4, 27, 42, 35, 13, 44, 37, 36, 6, 32, 15, 18, 10, 21, 9, 20, 43]"
74,50,100,0.5,0.2,0.0,2273,1096.35,1008,1175,47.79,51.77,0.2935,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[29, 7, 0, 5, 1, 11, 45, 20, 22, 39, 15, 28, 44, 27, 9, 34, 48, 14, 3, 47, 17, 13, 2, 19, 12, 23, 32, 25, 41, 42, 46, 40, 6, 37, 36, 38, 33, 35, 18, 49, 21, 10, 4, 26, 43, 30, 31, 24, 16, 8]"
75,10,200,0.8,0.2,0.0,2469,1191.4,1104,1317,53.88,51.75,0.12,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 27, 12, 1, 23, 16, 19, 26, 10, 21, 40, 14, 4, 3, 29, 45, 42, 33, 43, 2, 6, 9, 22, 13, 37, 25, 8, 18, 39, 46, 28, 47, 24, 36, 38, 20, 30, 31, 34, 48, 32, 7, 5, 49, 17, 11, 35, 0, 15, 41]"
76,10,200,0.5,0.2,0.0,2469,1191.8,1076,1294,55.69,51.73,0.1212,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[42, 35, 6, 34, 31, 24, 37, 13, 17, 25, 20, 14, 8, 9, 43, 7, 39, 3, 26, 10, 11, 45, 2, 5, 30, 19, 41, 36, 40, 46, 28, 47, 22, 1, 23, 16, 4, 33, 48, 0, 32, 18, 49, 29, 21, 12, 44, 38, 27, 15]"
77,10,100,0.2,0.8,0.1,2469,1192.25,1076,1295,64.61,51.71,0.0604,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[21, 45, 2, 49, 11, 41, 17, 5, 14, 35, 27, 8, 15, 43, 39, 3, 26, 18, 20, 46, 12, 23, 1, 36, 16, 4, 48, 0, 30, 10, 9, 33, 22, 32, 25, 24, 37, 31, 34, 7, 42, 40, 19, 47, 13, 6, 44, 38, 29, 28]"
78,100,50,0.5,0.8,0.7,2273,1101.2,1048,1196,41.35,51.55,0.3214,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[21, 7, 0, 5, 1, 33, 45, 22, 39, 3, 29, 41, 15, 8, 9, 23, 43, 11, 31, 30, 44, 37, 2, 4, 13, 17, 6, 25, 35, 20, 46, 27, 14, 42, 36, 38, 26, 10, 18, 49, 40, 47, 24, 48, 34, 16, 32, 28, 19, 12]"
