Ranking,TP,NG,TC,TM,IG,Custo Inicial,Custo Médio,Melhor Custo,Pior Custo,Desvio Padrão,Ganho Médio (%),Tempo Médio (s),Solução Inicial,Solução Final
118,10,100,0.8,0.2,0.0,2469,1326.2,1208,1449,49.22,46.29,0.0643,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 27, 12, 1, 23, 16, 19, 26, 10, 21, 40, 14, 5, 3, 7, 45, 42, 33, 43, 2, 6, 9, 22, 13, 37, 25, 8, 18, 28, 46, 39, 47, 24, 41, 38, 20, 30, 31, 34, 48, 32, 29, 4, 49, 17, 11, 35, 0, 15, 36]"
119,10,50,0.8,0.8,0.1,2469,1328.8,1201,1496,77.52,46.18,0.0306,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 35, 0, 46, 5, 12, 19, 32, 17, 9, 39, 11, 41, 15, 16, 18, 45, 23, 29, 43, 7, 4, 6, 34, 30, 3, 1, 33, 40, 14, 48, 47, 22, 38, 28, 20, 37, 26, 36, 24, 42, 2, 49, 27, 8, 31, 10, 21, 25, 13]"
120,50,50,0.8,0.2,0.7,2273,1223.75,1143,1318,54.48,46.16,0.1493,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[30, 7, 0, 5, 1, 33, 47, 9, 43, 48, 28, 41, 14, 8, 10, 15, 39, 11, 35, 3, 17, 2, 25, 4, 20, 46, 32, 23, 37, 42, 13, 27, 38, 26, 36, 6, 44, 31, 18, 49, 21, 45, 19, 29, 24, 16, 22, 40, 12, 34]"
121,50,100,0.5,0.8,0.0,2273,1224.55,1057,1351,65.99,46.13,0.3047,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[12, 31, 45, 5, 1, 11, 35, 14, 6, 33, 8, 36, 10, 15, 32, 0, 40, 16, 34, 42, 7, 41, 17, 49, 26, 18, 25, 21, 46, 3, 44, 27, 37, 23, 43, 48, 2, 9, 30, 47, 22, 19, 28, 20, 39, 29, 24, 38, 4, 13]"
122,50,50,0.5,0.2,0.1,2273,1225.5,1115,1355,67.32,46.08,0.148,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 5, 1, 33, 45, 20, 14, 48, 44, 16, 19, 26, 17, 2, 49, 23, 39, 46, 28, 42, 47, 13, 10, 15, 18, 24, 37, 29, 4, 3, 6, 8, 36, 38, 11, 35, 27, 43, 21, 31, 30, 9, 22, 40, 12, 34, 32, 25]"
123,50,50,0.8,0.2,0.1,2273,1230.85,1092,1329,62.21,45.85,0.1487,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[37, 7, 0, 5, 1, 11, 45, 27, 43, 2, 42, 30, 17, 21, 9, 23, 16, 46, 3, 28, 44, 14, 39, 4, 20, 47, 32, 25, 41, 31, 13, 15, 6, 8, 36, 38, 29, 35, 18, 49, 26, 10, 48, 19, 12, 34, 33, 22, 40, 24]"
124,50,50,0.5,0.2,0.7,2273,1240.2,1133,1379,64.43,45.44,0.1481,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 5, 1, 33, 45, 10, 21, 31, 39, 19, 4, 25, 48, 22, 46, 28, 11, 35, 3, 17, 2, 9, 20, 47, 14, 42, 16, 44, 27, 13, 6, 8, 36, 38, 32, 15, 18, 49, 43, 26, 23, 37, 29, 24, 12, 34, 30, 40]"
125,10,100,0.8,0.2,0.7,2469,1349.1,1210,1484,73.09,45.36,0.0608,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 0, 19, 2, 30, 10, 40, 12, 34, 11, 28, 29, 6, 8, 13, 23, 45, 33, 35, 26, 43, 4, 38, 39, 18, 1, 14, 3, 7, 5, 41, 47, 22, 46, 17, 49, 48, 32, 25, 20, 42, 31, 24, 27, 16, 37, 21, 9, 15, 36]"
126,10,100,0.8,0.2,0.1,2469,1349.5,1148,1483,80.24,45.34,0.0607,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[5, 40, 6, 0, 44, 37, 19, 12, 21, 46, 13, 17, 48, 3, 7, 14, 42, 38, 39, 43, 2, 4, 26, 18, 49, 23, 1, 28, 11, 45, 33, 16, 22, 41, 36, 20, 24, 9, 34, 30, 47, 35, 10, 27, 31, 25, 8, 29, 15, 32]"
127,50,50,0.8,0.2,0.0,2273,1242.9,1154,1416,63.82,45.32,0.1493,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[32, 7, 0, 5, 1, 33, 45, 19, 8, 15, 2, 10, 21, 3, 35, 22, 12, 43, 4, 6, 37, 47, 9, 20, 24, 42, 36, 44, 27, 11, 46, 13, 17, 49, 23, 38, 29, 41, 39, 26, 40, 30, 31, 25, 14, 18, 28, 48, 34, 16]"
128,10,100,0.5,0.2,0.7,2469,1353.0,1213,1454,64.05,45.2,0.0599,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[34, 44, 37, 2, 42, 3, 48, 19, 6, 25, 20, 39, 46, 13, 38, 33, 45, 23, 7, 12, 43, 1, 0, 26, 17, 14, 31, 10, 40, 8, 9, 47, 22, 15, 32, 28, 30, 16, 18, 11, 35, 29, 4, 27, 5, 49, 21, 24, 41, 36]"
129,10,100,0.5,0.2,0.1,2469,1355.35,1067,1515,93.87,45.11,0.0599,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 35, 6, 24, 5, 41, 33, 48, 45, 16, 46, 43, 21, 7, 39, 3, 26, 23, 38, 27, 31, 49, 47, 34, 30, 19, 13, 0, 40, 14, 8, 9, 22, 1, 42, 20, 37, 2, 12, 11, 32, 29, 4, 18, 17, 25, 28, 10, 15, 36]"
130,10,50,0.2,0.8,0.1,2469,1359.75,1193,1538,82.08,44.93,0.0298,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[21, 33, 15, 14, 11, 20, 35, 5, 17, 2, 27, 8, 31, 46, 39, 3, 26, 18, 41, 43, 12, 23, 1, 36, 16, 19, 48, 0, 40, 10, 9, 47, 22, 25, 32, 24, 37, 49, 34, 7, 42, 30, 4, 45, 13, 6, 44, 38, 29, 28]"
131,10,100,0.5,0.2,0.0,2469,1360.95,1186,1490,84.9,44.88,0.0599,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[39, 35, 6, 34, 25, 24, 49, 13, 17, 12, 20, 14, 8, 9, 10, 7, 42, 3, 29, 43, 2, 45, 0, 5, 30, 19, 41, 36, 40, 46, 28, 47, 22, 1, 23, 16, 37, 33, 48, 11, 15, 18, 4, 26, 21, 31, 44, 38, 27, 32]"
132,50,50,0.5,0.2,0.0,2273,1253.35,1114,1359,64.1,44.86,0.1481,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[29, 7, 0, 5, 1, 11, 45, 20, 43, 48, 34, 28, 44, 47, 9, 15, 39, 14, 3, 27, 17, 13, 2, 4, 12, 23, 32, 25, 41, 42, 46, 40, 6, 8, 36, 38, 33, 35, 18, 49, 21, 10, 19, 16, 22, 30, 31, 24, 26, 37]"
133,10,200,0.5,0.8,0.0,2469,1362.6,1200,1526,93.38,44.81,0.1249,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[28, 44, 14, 29, 21, 10, 15, 46, 3, 11, 31, 22, 1, 2, 25, 20, 49, 40, 19, 35, 33, 45, 12, 23, 48, 32, 34, 16, 18, 0, 5, 27, 24, 38, 43, 4, 47, 8, 17, 13, 6, 37, 42, 30, 7, 39, 9, 36, 41, 26]"
134,50,50,0.2,0.2,0.1,2273,1255.0,1151,1379,64.3,44.79,0.1461,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[4, 25, 5, 20, 39, 47, 23, 1, 0, 19, 3, 28, 38, 33, 16, 46, 29, 41, 7, 49, 34, 11, 31, 22, 45, 2, 8, 26, 40, 12, 30, 14, 48, 24, 27, 42, 35, 13, 44, 37, 36, 6, 32, 15, 18, 10, 21, 9, 17, 43]"
135,10,100,0.2,0.8,0.0,2469,1364.35,1192,1517,88.99,44.74,0.0605,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[18, 28, 44, 38, 5, 41, 33, 8, 48, 7, 16, 34, 39, 43, 26, 40, 6, 23, 1, 0, 12, 36, 49, 47, 10, 25, 29, 19, 3, 20, 42, 35, 4, 27, 32, 24, 37, 9, 22, 14, 17, 11, 45, 46, 13, 15, 2, 21, 31, 30]"
136,10,100,0.2,0.2,0.1,2469,1367.75,1221,1441,52.11,44.6,0.0594,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[8, 35, 46, 3, 18, 24, 16, 44, 45, 2, 4, 7, 49, 43, 39, 29, 34, 23, 37, 13, 6, 17, 0, 5, 30, 21, 25, 14, 31, 10, 9, 47, 22, 41, 42, 20, 38, 33, 48, 1, 32, 27, 12, 40, 19, 26, 28, 11, 15, 36]"
137,10,100,0.2,0.2,0.0,2469,1369.9,1214,1479,61.11,44.52,0.0586,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 37, 6, 34, 18, 24, 12, 13, 17, 2, 4, 7, 8, 10, 15, 39, 49, 23, 38, 43, 31, 45, 0, 5, 30, 19, 1, 21, 40, 14, 9, 47, 22, 20, 32, 42, 16, 33, 48, 11, 35, 29, 41, 27, 46, 25, 3, 36, 26, 28]"
138,10,200,0.8,0.8,0.0,2469,1370.75,1239,1479,61.59,44.48,0.1248,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[6, 24, 17, 5, 3, 20, 31, 34, 30, 43, 32, 27, 37, 11, 35, 14, 18, 25, 10, 48, 4, 21, 9, 22, 45, 26, 23, 47, 42, 1, 28, 19, 13, 15, 41, 33, 46, 7, 2, 38, 39, 16, 44, 49, 12, 36, 40, 0, 8, 29]"
139,50,50,0.2,0.2,0.7,2273,1262.2,1106,1391,61.84,44.47,0.146,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 43, 0, 5, 1, 33, 45, 10, 7, 48, 4, 6, 44, 22, 9, 11, 2, 21, 31, 30, 17, 46, 25, 28, 20, 47, 14, 39, 3, 42, 13, 27, 37, 26, 36, 38, 23, 32, 18, 24, 35, 15, 40, 16, 19, 12, 34, 49, 8, 29]"
140,10,100,0.2,0.2,0.7,2469,1372.95,1258,1500,64.11,44.39,0.0588,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 35, 6, 18, 25, 48, 49, 30, 27, 42, 16, 34, 10, 7, 39, 28, 26, 23, 38, 43, 4, 45, 0, 14, 37, 19, 5, 3, 40, 2, 8, 9, 15, 41, 36, 20, 1, 33, 17, 11, 46, 29, 24, 12, 21, 31, 13, 47, 22, 32]"
141,10,200,0.2,0.8,0.0,2469,1373.25,1261,1491,59.38,44.38,0.124,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[17, 28, 44, 38, 27, 14, 35, 8, 18, 6, 48, 4, 39, 15, 26, 36, 10, 25, 13, 31, 12, 20, 47, 7, 49, 23, 29, 22, 46, 3, 42, 34, 33, 43, 32, 24, 37, 9, 41, 0, 1, 11, 45, 5, 40, 16, 2, 21, 19, 30]"
142,100,50,0.5,0.8,0.0,2273,1270.55,1174,1419,62.49,44.1,0.3257,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 45, 23, 1, 2, 29, 15, 32, 11, 35, 43, 0, 28, 44, 4, 3, 48, 33, 26, 20, 47, 25, 46, 40, 24, 38, 39, 18, 37, 10, 27, 30, 19, 12, 13, 42, 21, 9, 14, 8, 36, 6, 34, 16, 17, 49, 5, 31, 22]"
143,10,100,0.5,0.8,0.0,2469,1396.8,1243,1545,70.12,43.43,0.0621,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[34, 44, 37, 35, 20, 10, 15, 47, 2, 4, 26, 22, 19, 3, 25, 21, 13, 12, 0, 49, 23, 45, 42, 14, 48, 16, 46, 30, 18, 36, 5, 27, 24, 38, 43, 1, 33, 8, 29, 41, 6, 32, 28, 40, 7, 39, 9, 17, 11, 31]"
144,10,100,0.8,0.8,0.0,2469,1403.05,1220,1591,104.07,43.17,0.063,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[2, 6, 48, 19, 3, 28, 31, 22, 47, 29, 7, 27, 37, 11, 35, 14, 17, 20, 10, 18, 1, 21, 26, 41, 33, 9, 34, 23, 42, 39, 32, 5, 13, 15, 30, 25, 44, 38, 4, 45, 24, 16, 46, 49, 12, 36, 40, 0, 8, 43]"
145,50,50,0.8,0.8,0.0,2273,1292.85,1130,1429,70.95,43.12,0.1562,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[13, 44, 25, 5, 1, 33, 45, 10, 15, 41, 17, 22, 30, 14, 3, 18, 28, 48, 12, 11, 20, 40, 0, 49, 29, 7, 21, 37, 31, 39, 8, 9, 36, 32, 34, 38, 4, 47, 46, 23, 42, 26, 6, 24, 16, 19, 2, 27, 43, 35]"
146,100,50,0.8,0.8,0.0,2273,1293.55,1168,1396,62.74,43.09,0.3315,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[43, 2, 49, 5, 1, 33, 45, 41, 42, 35, 11, 39, 31, 19, 26, 17, 46, 3, 48, 34, 34, 7, 38, 4, 20, 47, 13, 15, 28, 9, 30, 36, 10, 32, 27, 22, 21, 18, 37, 25, 14, 23, 29, 24, 16, 12, 40, 0, 6, 8]"
147,100,50,0.2,0.8,0.0,2273,1294.15,1214,1396,45.08,43.06,0.3195,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[0, 8, 17, 6, 25, 14, 43, 1, 33, 11, 46, 28, 42, 35, 16, 44, 37, 45, 2, 27, 9, 18, 39, 22, 38, 7, 4, 21, 40, 12, 30, 13, 31, 24, 19, 23, 32, 20, 47, 34, 15, 5, 3, 41, 36, 10, 49, 26, 29, 48]"
148,50,50,0.2,0.2,0.0,2273,1297.4,1183,1397,51.55,42.92,0.1459,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[36, 30, 40, 12, 11, 41, 14, 3, 20, 10, 7, 31, 22, 1, 2, 27, 15, 5, 45, 33, 48, 4, 34, 49, 29, 43, 35, 13, 38, 39, 19, 8, 9, 0, 47, 17, 25, 21, 28, 32, 44, 46, 6, 24, 37, 26, 23, 42, 16, 18]"
149,50,50,0.5,0.8,0.0,2273,1309.1,1191,1440,66.36,42.41,0.1542,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[12, 31, 45, 5, 1, 33, 35, 14, 43, 11, 28, 30, 10, 15, 32, 0, 40, 16, 2, 8, 18, 41, 17, 49, 29, 21, 25, 13, 37, 42, 44, 38, 27, 34, 9, 48, 22, 46, 23, 7, 4, 19, 3, 20, 47, 39, 24, 36, 6, 26]"
150,50,50,0.2,0.8,0.0,2273,1316.55,1192,1445,59.47,42.08,0.1511,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[12, 31, 24, 19, 26, 28, 48, 44, 16, 15, 2, 6, 34, 45, 46, 29, 8, 10, 7, 49, 40, 47, 39, 22, 41, 38, 4, 37, 18, 0, 30, 14, 36, 33, 1, 17, 11, 35, 13, 23, 42, 3, 20, 43, 32, 21, 25, 5, 27, 9]"
151,10,50,0.5,0.8,0.0,2469,1491.85,1408,1578,46.09,39.58,0.0304,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[34, 44, 37, 2, 26, 10, 15, 46, 6, 25, 35, 22, 19, 3, 1, 33, 40, 12, 17, 0, 23, 45, 20, 38, 48, 30, 39, 16, 18, 36, 4, 21, 24, 5, 14, 43, 47, 8, 29, 41, 42, 32, 28, 13, 7, 27, 9, 49, 11, 31]"
152,10,50,0.8,0.8,0.0,2469,1495.85,1332,1637,82.98,39.41,0.0308,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[2, 6, 21, 19, 13, 40, 39, 22, 30, 29, 7, 5, 37, 11, 35, 10, 17, 48, 28, 18, 1, 8, 4, 34, 33, 0, 26, 23, 16, 3, 20, 42, 41, 15, 38, 25, 44, 45, 46, 32, 24, 27, 14, 49, 12, 36, 47, 9, 43, 31]"
153,10,50,0.2,0.8,0.0,2469,1497.35,1315,1609,66.49,39.35,0.0299,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[18, 28, 26, 27, 5, 41, 33, 8, 16, 34, 17, 35, 29, 43, 31, 40, 6, 23, 1, 49, 12, 48, 0, 47, 37, 19, 44, 25, 24, 46, 42, 14, 36, 38, 32, 20, 30, 7, 45, 11, 21, 10, 4, 3, 13, 15, 2, 9, 22, 39]"
154,10,50,0.8,0.2,0.1,2469,1523.35,1383,1733,89.47,38.3,0.0296,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 35, 6, 17, 5, 37, 19, 12, 23, 46, 13, 28, 48, 3, 7, 14, 42, 38, 39, 43, 2, 4, 0, 18, 49, 26, 1, 21, 9, 45, 33, 16, 22, 41, 32, 20, 24, 40, 34, 30, 47, 11, 10, 27, 31, 25, 8, 29, 15, 36]"
155,10,50,0.8,0.2,0.0,2469,1524.45,1365,1672,83.85,38.26,0.0297,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 49, 12, 43, 48, 16, 19, 8, 10, 21, 40, 14, 5, 3, 7, 45, 42, 33, 38, 2, 6, 17, 22, 13, 37, 25, 26, 18, 28, 46, 39, 47, 24, 41, 32, 20, 30, 31, 34, 23, 1, 29, 4, 27, 9, 11, 35, 0, 15, 36]"
156,10,50,0.8,0.2,0.7,2469,1533.75,1404,1695,75.85,37.88,0.03,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 35, 6, 2, 30, 10, 40, 12, 34, 25, 48, 29, 1, 8, 13, 33, 45, 23, 0, 26, 43, 4, 38, 18, 39, 19, 14, 3, 5, 7, 9, 47, 22, 41, 17, 49, 28, 32, 11, 20, 42, 31, 24, 27, 16, 37, 21, 46, 15, 36]"
